factor,ICIR
f_g_pv_oi_efficiency_div_pv_wad,-0.029720817160619275
f_g_pv_oi_efficiency_x_v_skew_ma5,-0.0200146083895075
f_g_pv_oi_efficiency_div_v_skew_ma5,-0.04445631756665148
f_g_pv_oi_efficiency_x_vol_wsr,-0.032477451990560506
f_g_pv_oi_efficiency_div_vol_wsr,-0.03593821794425881
f_g_pv_oi_efficiency_x_wad,-0.022831631101975024
f_g_pv_oi_efficiency_div_wad,-0.008749441875132708
f_g_pv_oi_efficiency_x_wad_valid,0.0253827997707852
f_g_pv_oi_efficiency_div_wad_valid,0.05710858863523385
f_g_pv_oi_efficiency_x_f_oi_hurst_20,-0.03090741621226689
f_g_pv_oi_efficiency_div_f_oi_hurst_20,-0.020190617813310666
f_g_pv_oi_efficiency_x_f_oi_hurst_20_ts_z,-0.010952768214001842
f_g_pv_oi_efficiency_div_f_oi_hurst_20_ts_z,0.019422630854881957
f_g_pv_oi_momentum_x_pv_oi_momentum,0.04734989926454785
f_g_pv_oi_momentum_div_pv_oi_momentum,0.04403706486188049
f_g_pv_oi_momentum_x_pv_oi_vol_ratio,-0.03697991690219111
f_g_pv_oi_momentum_div_pv_oi_vol_ratio,-0.03323670444163527
f_g_pv_oi_momentum_x_pv_skew_ma5,-0.06117169622443166
f_g_pv_oi_momentum_div_pv_skew_ma5,-0.033028887339916116
f_g_pv_oi_momentum_x_pv_wad,0.1199288664495249
f_g_pv_oi_momentum_div_pv_wad,0.047254373025914495
f_g_pv_oi_momentum_x_v_skew_ma5,-0.05692829386275412
f_g_pv_oi_momentum_div_v_skew_ma5,-0.03805193634007555
f_g_pv_oi_momentum_x_vol_wsr,-0.10886600385779029
f_g_pv_oi_momentum_div_vol_wsr,-0.05033256858981228
f_g_pv_oi_momentum_x_wad,0.09464267148191527
f_g_pv_oi_momentum_div_wad,0.027139310597168148
f_g_pv_oi_momentum_x_wad_valid,0.09598265327964538
f_g_pv_oi_momentum_div_wad_valid,0.04050027205502226
f_g_pv_oi_momentum_x_f_oi_hurst_20,-0.01434666390440902
f_g_pv_oi_momentum_div_f_oi_hurst_20,-0.0012180286962626785
f_g_pv_oi_momentum_x_f_oi_hurst_20_ts_z,-0.006757069887317413
f_g_pv_oi_momentum_div_f_oi_hurst_20_ts_z,0.002977522773961156
f_g_pv_oi_vol_ratio_x_pv_oi_vol_ratio,-0.06323962602933261
f_g_pv_oi_vol_ratio_div_pv_oi_vol_ratio,-0.02371109645975578
f_g_pv_oi_vol_ratio_x_pv_skew_ma5,-0.0016484443309176915
f_g_pv_oi_vol_ratio_div_pv_skew_ma5,0.04345805924339861
f_g_pv_oi_vol_ratio_x_pv_wad,0.02040048770271264
f_g_pv_oi_vol_ratio_div_pv_wad,0.019436920940087605
f_g_pv_oi_vol_ratio_x_v_skew_ma5,0.0011457600446993115
f_g_pv_oi_vol_ratio_div_v_skew_ma5,0.041477428450091634
f_g_pv_oi_vol_ratio_x_vol_wsr,-0.023740885363656525
f_g_pv_oi_vol_ratio_div_vol_wsr,0.016242266582045105
f_g_pv_oi_vol_ratio_x_wad,0.03172795463926512
f_g_pv_oi_vol_ratio_div_wad,0.023224533360133484
f_g_pv_oi_vol_ratio_x_wad_valid,-0.04045582726197773
f_g_pv_oi_vol_ratio_div_wad_valid,-0.057052416763925196
f_g_pv_oi_vol_ratio_x_f_oi_hurst_20,0.03959769436893467
f_g_pv_oi_vol_ratio_div_f_oi_hurst_20,0.004748782575735728
f_g_pv_oi_vol_ratio_x_f_oi_hurst_20_ts_z,0.046373071915712376
f_g_pv_oi_vol_ratio_div_f_oi_hurst_20_ts_z,-0.042235285849917974
f_g_pv_skew_ma5_x_pv_skew_ma5,0.018311461365866626
f_g_pv_skew_ma5_div_pv_skew_ma5,0.04270083331835233
f_g_pv_skew_ma5_x_pv_wad,-0.029999353685008893
f_g_pv_skew_ma5_div_pv_wad,-0.08684237803047536
f_g_pv_skew_ma5_x_v_skew_ma5,-0.0017400949664703577
f_g_pv_skew_ma5_div_v_skew_ma5,-0.06314448407696863
f_g_pv_skew_ma5_x_vol_wsr,-0.003240403591896143
f_g_pv_skew_ma5_div_vol_wsr,-0.008578997794040474
f_g_pv_skew_ma5_x_wad,-0.0011397794934311274
f_g_pv_skew_ma5_div_wad,-0.0042102762765300755
f_g_pv_skew_ma5_x_wad_valid,0.006100820422314458
f_g_pv_skew_ma5_div_wad_valid,0.01485970407002373
f_g_pv_skew_ma5_x_f_oi_hurst_20,0.0469313457056085
f_g_pv_skew_ma5_div_f_oi_hurst_20,-0.029337612569675535
f_g_pv_skew_ma5_x_f_oi_hurst_20_ts_z,0.03991609070509734
f_g_pv_skew_ma5_div_f_oi_hurst_20_ts_z,-0.05499409132659885
f_g_pv_wad_x_pv_wad,-0.02131917460963957
f_g_pv_wad_div_pv_wad,0.06190839517144288
f_g_pv_wad_x_v_skew_ma5,-0.028253716651226862
f_g_pv_wad_div_v_skew_ma5,0.03517700659914469
f_g_pv_wad_x_vol_wsr,0.013154303727123423
f_g_pv_wad_div_vol_wsr,0.04342900747209531
f_g_pv_wad_x_wad,0.002276302242891902
f_g_pv_wad_div_wad,0.0160770904383141
f_g_pv_wad_x_wad_valid,0.02352854924419177
f_g_pv_wad_div_wad_valid,-0.04132521660372282
f_g_pv_wad_x_f_oi_hurst_20,-0.10773678834444253
f_g_pv_wad_div_f_oi_hurst_20,-0.02791120995895547
f_g_pv_wad_x_f_oi_hurst_20_ts_z,-0.11014023898209334
f_g_pv_wad_div_f_oi_hurst_20_ts_z,-0.03627754714409639
f_g_v_skew_ma5_x_v_skew_ma5,0.017650872858953077
f_g_v_skew_ma5_div_v_skew_ma5,0.04258215438432379
f_g_v_skew_ma5_x_vol_wsr,-0.0026908324146417612
f_g_v_skew_ma5_div_vol_wsr,-0.009716663544311324
f_g_v_skew_ma5_x_wad,-0.0010476933379024813
f_g_v_skew_ma5_div_wad,-0.003971124969403923
f_g_v_skew_ma5_x_wad_valid,0.008966451282804773
f_g_v_skew_ma5_div_wad_valid,0.014472382577136435
f_g_v_skew_ma5_x_f_oi_hurst_20,0.04749043360120972
f_g_v_skew_ma5_div_f_oi_hurst_20,-0.02913659873187371
f_g_v_skew_ma5_x_f_oi_hurst_20_ts_z,0.0406685804922702
f_g_v_skew_ma5_div_f_oi_hurst_20_ts_z,-0.0525999163118228
f_g_vol_wsr_x_vol_wsr,0.0396906800219934
f_g_vol_wsr_div_vol_wsr,0.025028806483874535
f_g_vol_wsr_x_wad,-0.008323737152496558
f_g_vol_wsr_div_wad,0.01308168299976085
f_g_vol_wsr_x_wad_valid,0.022703921553206732
f_g_vol_wsr_div_wad_valid,0.04423340356202145
f_g_vol_wsr_x_f_oi_hurst_20,0.06368079121311522
f_g_vol_wsr_div_f_oi_hurst_20,0.029564081021433614
f_g_vol_wsr_x_f_oi_hurst_20_ts_z,0.07893238818913334
f_g_vol_wsr_div_f_oi_hurst_20_ts_z,0.04578341910308313
f_g_wad_x_wad,-0.010923108367208112
f_g_wad_div_wad,-0.031462872250516576
f_g_wad_x_wad_valid,-0.003821448218397962
f_g_wad_div_wad_valid,-0.02239425026899504
f_g_wad_x_f_oi_hurst_20,-0.10098070536957783
f_g_wad_div_f_oi_hurst_20,-0.011805816598840403
f_g_wad_x_f_oi_hurst_20_ts_z,-0.08272289941815691
f_g_wad_div_f_oi_hurst_20_ts_z,0.04131582900215773
f_g_wad_valid_x_wad_valid,0.013717514384111463
f_g_wad_valid_div_wad_valid,0.013717514384111396
f_g_wad_valid_x_f_oi_hurst_20,-0.0668894621193459
f_g_wad_valid_div_f_oi_hurst_20,-0.018227304837106603
f_g_wad_valid_x_f_oi_hurst_20_ts_z,-0.05866012277018845
f_g_wad_valid_div_f_oi_hurst_20_ts_z,-0.005680522824327605
f_g_f_oi_hurst_20_x_f_oi_hurst_20,-0.004318017910756325
f_g_f_oi_hurst_20_div_f_oi_hurst_20,0.0004961124367456805
f_g_f_oi_hurst_20_x_f_oi_hurst_20_ts_z,-0.0037608700085182962
f_g_f_oi_hurst_20_div_f_oi_hurst_20_ts_z,-0.030883157852766414
f_农产品_hurst_signal_long_x_hurst_signal_long,-0.070209699137955
f_农产品_hurst_signal_long_x_hurst_signal_short,-0.048493268977870416
f_农产品_hurst_signal_long_x_hurst_strength,0.016928389692663547
f_农产品_hurst_signal_long_x_hurst_value,-0.07253207718767342
f_农产品_hurst_signal_long_x_kc_width,0.00014235339264860036
f_农产品_hurst_signal_long_x_ma5,-0.07968256847433675
f_农产品_hurst_signal_long_x_mfi_index,-0.016937530983685806
f_农产品_hurst_signal_long_x_oi_chg,-0.0313162010553321
f_农产品_hurst_signal_long_x_pv_oi_diff,-0.05073747476464181
f_农产品_hurst_signal_long_x_pv_oi_efficiency,0.07070986924875698
f_农产品_hurst_signal_long_x_pv_oi_momentum,-0.02837904939342315
f_农产品_hurst_signal_long_x_pv_oi_vol_ratio,-0.038285083019926856
f_农产品_hurst_signal_long_x_pv_skew_ma5,0.010193543678604877
f_农产品_hurst_signal_long_x_pv_wad,0.0048446828490838305
f_农产品_hurst_signal_long_x_v_skew_ma5,0.011092255391256408
f_农产品_hurst_signal_long_x_vol_wsr,0.0684584079250694
f_农产品_hurst_signal_long_x_wad,-0.00017516605646678474
f_农产品_hurst_signal_long_x_wad_valid,-0.070209699137955
