factor,ICIR,positive_ic_ratio,is_timeseries,stability_score
f_化工_t_trading_days_to_month_end_raw_x_volnorm,-0.006252483281569479,0.49809885931558934,False,0.0031143547904395504
f_化工_t_days_to_month_end_vol_norm,0.02979752407631826,0.5134943181818182,False,0.015300859309075357
f_化工_t_days_to_month_end_raw_x_volnorm,-0.10361630022532237,0.46808510638297873,False,0.04850124691398068
f_化工_t_trading_week_bucket_vol_norm,-0.0016703722115768698,0.49928774928774927,False,0.0008339963819910155
f_化工_t_trading_week_bucket_raw_x_volnorm,0.03948175901699012,0.5205479452054794,False,0.020552148529392116
f_化工_t_days_from_month_start_vol_norm,0.046221029145875454,0.5098406747891284,False,0.023565360689181115
f_化工_t_days_from_month_start_raw_x_volnorm,0.09567395155711847,0.5466666666666666,False,0.052301760184558094
f_化工_t_is_post_cny_vol_norm,,,False,
f_化工_vix_vol_norm,0.0478137195763927,0.5280373831775701,False,0.02524743136510456
f_化工_env_weight_vol_norm,0.02094411842940436,0.5277258566978194,False,0.011052752840938002
f_化工_env_weight_raw_x_volnorm,0.016555534142017582,0.5199754148740012,False,0.008608470733956285
f_化工_mfi_index_raw_x_volnorm,0.09239609875872402,0.5415504740658115,False,0.05003715108461853
f_化工_hurst_value_vol_norm,-0.12625145192080522,0.45987111892208554,False,0.058059396460358584
f_化工_hurst_value_raw_x_volnorm,0.06347781641343432,0.5114235500878734,False,0.03246405022198486
f_化工_t_is_roll_window_vol_norm,,,False,
f_有色_t_season_winter_div_wti,,,False,
f_有色_wti_logx_dxy,,,False,
f_有色_wti_x_us10y,,,False,
f_有色_wti_x_t_trading_days_to_month_end,,,False,
f_有色_dxy_sq,,,False,
f_有色_dxy_x_t_is_pre_cny,,,False,
f_有色_dxy_div_t_is_pre_cny,,,False,
f_有色_dxy_x_us10y,,,False,
f_有色_us10y_sq,,,False,
f_有色_wti_rank_x_wti_rank,,,False,
f_有色_wti_rank_x_t_trading_week_bucket_rank,,,False,
f_有色_wti_rank_x_env_weight_rank,-0.005699056717677894,0.4808004326663061,False,0.00274010893564935
f_有色_wti_rank_x_mfi_index_rank,0.015250674218578831,0.5096774193548387,False,0.007772924279146629
f_有色_wti_rank_x_hurst_value_rank,-0.023708020915509415,0.49144634525660963,False,0.011651220232194361
f_有色_wti_rank_x_pv_wad_rank,0.035955664831299715,0.5249136655155402,False,0.01887361982264573
f_有色_wti_rank_x_ma10_rank,0.0636301073957048,0.529470034670629,False,0.033690235168899664
f_有色_wti_rank_x_hurst_strength_rank,0.0593232609603199,0.5266977708657335,False,0.03124542930828669
f_有色_wti_rank_x_kc_breakout_rank,-0.05187740392552992,0.4660377358490566,False,0.024176827867180926
f_有色_wti_rank_x_pv_oi_efficiency_rank,0.07213810211745485,0.5378151260504201,False,0.03879696248333706
f_有色_wti_rank_x_kc_squeeze_rank,0.05806804851633931,0.5169971671388102,False,0.03002101658422641
f_有色_wti_rank_x_vol_wsr_rank,-0.034589024128758944,0.47386587771203154,False,0.016390558277976995
f_有色_env_weight_rank_x_mfi_index_rank,-0.020809149218428052,0.4899945916711736,False,0.010196370574308175
f_有色_env_weight_rank_x_hurst_value_rank,0.004566471339999973,0.502974580854516,False,0.0022968190082206467
f_有色_env_weight_rank_x_pv_wad_rank,0.0027907281896249526,0.5018929150892374,False,0.0014006467063125776
f_有色_env_weight_rank_x_ma10_rank,0.03183143946758803,0.5127095727420227,False,0.016320283729190616
f_有色_env_weight_rank_x_hurst_strength_rank,-0.002143736958037814,0.4926987560843699,False,0.001056216532597322
f_有色_env_weight_rank_x_kc_breakout_rank,-0.01124211596245033,0.48404542996214167,False,0.005441694854728526
f_有色_env_weight_rank_x_pv_oi_efficiency_rank,0.007592553842990012,0.49972958355868036,False,0.003794223770104257
f_有色_wti_vol_norm,,,False,
