trade_date,基准_全市场平均,精选全板块多空对冲策略,最优因子暴露组(G4),最差因子暴露组(G0)
2020-12-10,8.307382,93.75714,42.287304,0.33312196
2020-12-11,8.715548,96.3901,44.374706,0.34021068
2020-12-14,9.165582,98.91637,46.66514,0.3488544
2020-12-15,9.605167,100.83562,49.0927,0.3602334
2020-12-16,10.010057,103.21894,51.583763,0.36999798
2020-12-17,10.422851,107.10827,54.0885,0.37402216
2020-12-18,10.8329315,110.839905,56.730095,0.37925792
2020-12-21,11.006602,115.819916,58.266182,0.37248716
2020-12-22,11.392117,117.46664,60.35604,0.3805513
2020-12-23,11.806035,117.682785,62.659687,0.39437574
2020-12-24,12.076473,119.27093,64.13258,0.39832395
2020-12-25,12.2244625,121.36763,65.32452,0.3987247
2020-12-28,12.356229,119.01295,65.6937,0.40871388
2020-12-29,12.705871,115.01494,66.92256,0.43008918
2020-12-30,12.8368,110.065186,66.89023,0.44839057
2020-12-31,12.854705,107.77192,65.907974,0.4511486
2021-01-04,12.823171,108.44042,66.63364,0.45331737
2021-01-05,12.557902,108.25881,65.00717,0.44301146
2021-01-06,12.168543,105.97882,62.206924,0.43325835
2021-01-07,11.8339,102.92368,59.56242,0.42732984
2021-01-08,11.552144,101.32166,58.330208,0.42514077
2021-01-11,11.490313,96.23479,57.046684,0.4371301
2021-01-12,11.546448,89.975555,55.329018,0.45239967
2021-01-13,11.62904,83.640114,53.533783,0.4695757
2021-01-14,12.054929,79.99421,54.176357,0.4956811
2021-01-15,12.553902,76.887405,55.32406,0.52543306
2021-01-18,13.035833,70.89037,55.89625,0.5718499
2021-01-19,13.690724,67.457245,57.168438,0.61255896
2021-01-20,14.37472,65.98118,60.659264,0.6633668
2021-01-21,15.28969,64.15519,64.046196,0.7187644
2021-01-22,16.167852,60.441917,67.07797,0.79439056
2021-01-25,17.000023,57.331284,69.85023,0.868105
2021-01-26,17.874258,55.69034,73.48504,0.9381257
2021-01-27,18.820965,54.344624,77.378914,1.010505
2021-01-28,19.808922,52.278107,80.603905,1.0910465
2021-01-29,20.838444,50.829693,83.99752,1.1672105
2021-02-01,21.738466,48.61003,86.37922,1.2512765
2021-02-02,22.645346,46.387875,87.82219,1.3293798
2021-02-03,23.669306,43.59432,89.61687,1.4366035
2021-02-04,24.487976,40.17263,90.20269,1.5587525
2021-02-05,25.045938,38.577763,91.43594,1.6419469
2021-02-08,25.401838,37.91367,92.61967,1.6914684
2021-02-09,25.504404,36.84817,92.70772,1.7406121
2021-02-10,25.629402,35.84109,93.21135,1.7976398
2021-02-18,25.015184,35.621998,91.40797,1.7738492
2021-02-19,23.95218,35.769203,87.61851,1.6929812
2021-02-22,22.849022,36.825497,84.16638,1.5762836
2021-02-23,21.715305,37.383797,80.37303,1.4813435
2021-02-24,20.61197,38.946106,78.462364,1.3842213
2021-02-25,19.204414,40.07111,74.95009,1.2822734
2021-02-26,18.42305,40.997494,73.63512,1.2301322
2021-03-01,17.766348,41.694256,71.968056,1.1813763
2021-03-02,17.193935,42.58129,71.55279,1.149426
2021-03-03,16.345333,43.215103,68.752045,1.0873259
2021-03-04,15.896466,44.68734,67.71113,1.033821
2021-03-05,15.648953,44.829113,65.997284,1.004374
2021-03-08,15.452716,45.045414,64.1434,0.9713147
2021-03-09,15.520058,44.30133,62.981865,0.96977043
2021-03-10,15.573384,43.91568,61.991863,0.96296877
2021-03-11,15.380678,44.03053,60.309338,0.93431437
2021-03-12,15.152943,43.128006,58.0564,0.91856307
2021-03-15,15.086891,41.478928,55.790405,0.9178336
2021-03-16,15.090424,40.11777,53.942924,0.91755915
2021-03-17,15.168707,39.788723,52.66001,0.9032629
2021-03-18,15.392615,39.3054,52.06434,0.9040176
2021-03-19,15.921901,39.219646,52.835136,0.9193737
2021-03-22,16.44751,38.810265,53.355564,0.93802613
2021-03-23,17.007177,38.63206,54.02616,0.95412284
2021-03-24,17.725811,38.74281,55.138233,0.97102726
2021-03-25,18.640923,38.743515,56.812027,1.0004864
2021-03-26,19.471182,38.121334,58.132397,1.0398055
2021-03-29,20.397758,38.02528,60.75661,1.0893644
2021-03-30,21.342867,38.223366,63.126373,1.1261793
2021-03-31,22.640976,38.481236,66.433624,1.1775831
2021-04-01,23.632511,37.801723,68.51938,1.2353486
2021-04-02,24.964415,38.065304,72.60048,1.3003138
2021-04-06,26.640745,38.178116,77.54517,1.3850222
2021-04-07,28.514479,37.912727,83.23355,1.4962492
2021-04-08,30.354681,38.577312,89.59665,1.5844072
2021-04-09,32.812653,39.32483,97.838844,1.6994592
2021-04-12,35.098476,40.08625,105.55162,1.8005244
2021-04-13,37.086205,42.02627,113.58412,1.850406
2021-04-14,39.34577,43.748028,121.99678,1.9116488
2021-04-15,41.674217,44.89338,131.23364,2.0063393
2021-04-16,43.147488,46.286953,138.43672,2.0541816
2021-04-19,44.18335,48.58384,144.7538,2.0459826
2021-04-20,44.691162,50.090153,147.74149,2.0247767
2021-04-21,44.881268,51.98001,149.84756,1.9772471
2021-04-22,44.98692,53.528133,148.13326,1.8957384
2021-04-23,44.205566,54.600407,142.5589,1.786425
2021-04-26,43.504898,56.744495,139.51654,1.6781499
2021-04-27,43.234444,56.728397,135.93452,1.6355404
2021-04-28,43.23638,58.277596,137.01653,1.6038938
2021-04-29,43.31238,60.714817,139.80212,1.5694253
2021-04-30,43.534996,61.31427,137.99446,1.533637
2021-05-06,43.00871,62.356113,134.51808,1.4689419
2021-05-07,41.619926,63.28556,128.1212,1.3771925
2021-05-10,39.509857,64.425095,122.14531,1.2881588
2021-05-11,37.87805,65.83795,118.15734,1.2178515
2021-05-12,36.054195,66.18069,112.24058,1.1505274
2021-05-13,35.001637,69.16083,111.35914,1.0896835
2021-05-14,34.919014,71.159904,110.00684,1.044954
2021-05-17,33.992794,73.87668,106.2662,0.9695268
2021-05-18,32.37254,78.28448,102.53836,0.8776696
2021-05-19,31.49498,81.45162,99.403244,0.815327
2021-05-20,30.362652,87.62058,97.83439,0.7407079
2021-05-21,29.22333,95.67617,97.11078,0.66713077
2021-05-24,28.644701,102.59905,97.07882,0.6186393
2021-05-25,28.326948,106.96299,97.08053,0.5923371
2021-05-26,28.407522,111.39491,98.587555,0.5769892
2021-05-27,28.728956,113.40211,100.107315,0.57548696
2021-05-28,28.591251,116.45152,100.158424,0.5603058
2021-05-31,28.21381,118.57872,99.43236,0.546009
2021-06-01,27.796688,117.697556,97.244705,0.53805345
2021-06-02,27.428158,115.757416,93.92673,0.5285645
2021-06-03,26.982447,113.73488,91.60169,0.5247157
2021-06-04,27.026937,110.827965,90.150185,0.5298122
2021-06-07,27.410126,104.71343,87.81929,0.54534405
2021-06-08,27.731215,98.94418,85.6586,0.5619726
2021-06-09,27.64051,92.77256,82.45781,0.5760265
2021-06-10,27.683971,86.91098,79.90365,0.59457856
2021-06-11,27.45458,82.95325,77.57082,0.6042953
2021-06-15,27.825943,79.461365,77.23217,0.6270947
2021-06-16,28.763475,75.54005,77.72545,0.6620463
2021-06-17,29.714415,71.42355,77.88486,0.6994817
2021-06-18,31.354755,67.60015,79.96066,0.7555687
2021-06-21,33.41399,64.0991,83.31997,0.82644296
2021-06-22,35.04816,61.216824,85.7189,0.88739944
2021-06-23,36.225075,57.88024,86.253044,0.94129616
2021-06-24,37.34715,54.791172,86.567635,0.9949663
2021-06-25,38.255116,52.970604,86.55652,1.0278987
2021-06-28,39.240646,51.473083,87.428024,1.0673077
2021-06-29,40.41287,50.8838,89.20527,1.1012228
2021-06-30,41.59809,50.217365,90.02047,1.1257092
2021-07-01,43.3192,49.32413,92.79006,1.1803664
2021-07-02,44.972435,47.7119,94.98246,1.2468375
2021-07-05,46.27582,47.766994,97.480415,1.2781883
2021-07-06,46.944664,48.525436,99.077545,1.2788353
2021-07-07,48.213142,49.514565,101.745346,1.2872024
2021-07-08,49.26007,47.45597,96.85096,1.2787985
2021-07-09,50.577713,50.385475,102.10179,1.2691878
2021-07-12,51.618305,51.37414,102.93006,1.2545795
2021-07-13,53.030796,53.08731,108.10619,1.2758334
2021-07-14,54.076294,54.334297,111.31799,1.2837695
2021-07-15,54.787235,57.976505,112.646095,1.2130303
2021-07-16,55.27646,59.430313,114.187256,1.1992086
2021-07-19,55.406464,62.035706,115.14559,1.1567006
2021-07-20,56.166225,65.03325,117.79744,1.1274484
2021-07-21,56.69258,71.65578,118.67113,1.0209991
2021-07-22,56.75214,77.33826,118.212494,0.93608546
2021-07-23,56.085377,82.650276,115.901474,0.85348976
2021-07-26,55.361603,87.84189,115.49332,0.7968728
2021-07-27,55.077126,96.658676,119.57272,0.7450366
2021-07-28,54.881527,103.49197,121.09486,0.7018503
2021-07-29,53.902702,109.8194,121.54161,0.661529
2021-07-30,53.07975,115.39201,121.40063,0.62719333
2021-08-02,52.85937,120.81785,120.675095,0.5939538
2021-08-03,53.166862,126.391266,121.41535,0.5701977
2021-08-04,52.62543,132.81253,120.59937,0.537397
2021-08-05,53.099667,136.5824,121.603966,0.52661955
2021-08-06,53.412296,136.9206,121.79743,0.5261534
2021-08-09,54.050014,138.73764,124.87888,0.53248245
2021-08-10,54.64938,134.81639,121.17284,0.5317298
2021-08-11,54.728996,131.42834,116.51257,0.52464247
2021-08-12,55.20457,119.300224,112.03337,0.5528868
2021-08-13,55.542107,109.001854,107.55767,0.5785261
2021-08-16,55.93688,105.53228,106.12173,0.5892172
2021-08-17,55.890873,102.11231,104.2902,0.59814274
2021-08-18,56.39193,97.17185,103.010605,0.61974347
2021-08-19,57.257645,99.23864,102.4478,0.60317594
2021-08-20,58.4822,102.33911,102.14718,0.5825612
2021-08-23,59.79252,106.403625,101.863144,0.5578042
2021-08-24,60.888813,108.338295,100.111496,0.53806996
2021-08-25,61.493275,109.8236,99.1132,0.5253275
2021-08-26,62.69315,111.65761,98.87361,0.5152849
2021-08-27,63.95521,113.69178,97.03477,0.4963142
2021-08-30,65.08125,117.454315,97.3425,0.48146304
2021-08-31,66.74611,128.52602,103.97624,0.46888945
2021-09-01,69.68275,134.08131,107.440674,0.46424568
2021-09-02,73.55037,144.73035,116.538734,0.46668655
2021-09-03,77.02656,149.52937,121.90774,0.4727125
2021-09-06,80.29807,158.6949,127.082016,0.46380106
2021-09-07,83.48028,163.01945,132.3586,0.47041965
2021-09-08,88.38163,168.66956,140.93713,0.48460463
2021-09-09,93.70187,164.87206,149.43513,0.52473515
2021-09-10,99.72362,166.99219,158.93013,0.5513288
2021-09-13,104.63261,166.22833,165.9034,0.57804096
2021-09-14,109.163055,159.92705,170.5738,0.6162256
2021-09-15,112.39191,155.75935,174.65364,0.6470235
2021-09-16,115.737885,139.58456,178.44312,0.728252
2021-09-17,119.14633,136.79924,185.27129,0.77065057
2021-09-22,118.59439,143.00667,187.52219,0.7450442
2021-09-23,117.09918,147.56003,188.82236,0.7264876
2021-09-24,115.07811,149.77274,188.05922,0.7126575
2021-09-27,111.665215,142.88762,180.26009,0.7158636
2021-09-28,108.40871,134.33104,170.5819,0.72029704
2021-09-29,106.05927,127.53525,163.01418,0.7247814
2021-09-30,102.15768,123.2003,155.99646,0.7182152
2021-10-08,96.99906,119.387215,147.75487,0.70249957
2021-10-11,90.92141,117.247116,139.56909,0.67617315
2021-10-12,85.4265,115.365105,132.53755,0.65296096
2021-10-13,80.735115,112.686676,126.61857,0.6389602
2021-10-14,76.175606,113.08609,121.01527,0.60841924
2021-10-15,71.231834,114.403725,114.539444,0.56877214
2021-10-18,65.66534,120.36291,108.10497,0.50719345
2021-10-19,60.104893,126.323166,99.89513,0.4435598
2021-10-20,54.71597,130.68114,92.466736,0.39527372
2021-10-21,49.905575,141.08138,86.242744,0.33720982
2021-10-22,46.332172,143.97133,82.376816,0.3151865
2021-10-25,43.083904,158.81845,79.00883,0.26979625
2021-10-26,40.456387,161.69598,76.18012,0.2552486
2021-10-27,39.61346,163.60869,76.06039,0.2518281
2021-10-28,39.175816,166.80338,75.563286,0.24526496
2021-10-29,38.35043,160.25444,73.5256,0.24828044
2021-11-01,38.12123,154.62706,72.93294,0.2549976
2021-11-02,37.89595,153.71895,72.647736,0.25549805
2021-11-03,37.476532,157.38606,73.13715,0.25112414
2021-11-04,37.28827,160.52412,73.41271,0.24706325
2021-11-05,37.616486,162.57094,74.50712,0.2475961
2021-11-08,37.33829,170.2312,74.48923,0.23587006
2021-11-09,37.384975,175.1449,74.830246,0.23014155
2021-11-10,37.39329,178.63875,74.64605,0.22498411
2021-11-11,36.82378,185.552,73.73624,0.21353512
2021-11-12,36.4651,194.79868,73.74035,0.20290588
2021-11-15,36.75083,202.48499,74.51121,0.19702081
2021-11-16,36.966007,208.90617,74.90316,0.19180931
2021-11-17,37.11957,216.87825,75.46491,0.18592818
2021-11-18,37.806835,224.91695,77.35473,0.18369272
2021-11-19,38.05848,228.425,77.28846,0.18067026
2021-11-22,37.927372,231.52733,76.45345,0.17626458
2021-11-23,37.668205,239.15826,75.3287,0.16786194
2021-11-24,36.81012,240.08665,73.449005,0.16302162
2021-11-25,36.280956,244.65962,72.610176,0.15805474
2021-11-26,36.588512,239.86952,73.135765,0.1622933
2021-11-29,36.459785,245.97612,73.61052,0.15921515
2021-11-30,36.794098,253.67783,75.5712,0.15847084
2021-12-01,36.65432,264.24966,76.34242,0.15348391
2021-12-02,36.94419,277.7859,78.04217,0.14903894
2021-12-03,37.086174,293.79022,79.209816,0.14268209
2021-12-06,37.76604,299.051,81.129105,0.1435844
2021-12-07,38.341885,306.53342,82.71802,0.14280394
2021-12-08,38.937508,315.59454,83.78868,0.14043105
2021-12-09,39.84189,323.76614,85.88813,0.14031361
2021-12-10,40.913544,333.8603,87.94716,0.1393028
2021-12-13,41.78822,344.7102,89.91672,0.13789536
2021-12-14,43.31012,356.42313,92.98375,0.13791336
2021-12-15,44.908695,352.74185,94.132835,0.14104211
2021-12-16,46.41493,344.15393,94.92575,0.145664
2021-12-17,47.198807,338.71555,94.60576,0.14747478
2021-12-20,48.79887,335.6819,95.70795,0.15051374
2021-12-21,50.354534,339.5365,99.07412,0.15407915
2021-12-22,52.604057,338.68744,103.92404,0.162007
2021-12-23,54.22677,348.05746,108.63698,0.16487195
2021-12-24,55.242294,356.67343,110.079475,0.16297983
2021-12-27,56.385216,368.52338,114.450645,0.16403688
2021-12-28,57.58938,374.3185,116.927444,0.16500725
2021-12-29,58.83228,380.32962,119.73715,0.16632247
2021-12-30,60.59884,384.5377,123.81597,0.17014799
2021-12-31,63.311634,399.36838,132.0863,0.17495091
2022-01-04,66.99522,400.41415,139.36012,0.18412712
2022-01-05,70.219765,412.99918,146.79933,0.18816893
2022-01-06,74.63248,427.27197,156.69838,0.1943547
2022-01-07,77.97811,430.05887,163.99959,0.20214278
2022-01-10,81.58858,426.2965,170.76117,0.2122454
2022-01-11,84.448006,409.74557,171.59203,0.22151853
2022-01-12,86.848206,407.30746,175.69672,0.22813565
2022-01-13,89.146904,395.1765,176.72069,0.23625985
2022-01-14,91.96426,384.87357,179.44753,0.24606511
2022-01-17,96.142426,372.10742,184.19669,0.26073924
2022-01-18,99.17087,359.78732,186.15988,0.27215102
2022-01-19,102.47187,351.07013,188.41862,0.282047
2022-01-20,104.558464,344.28906,188.93541,0.28826845
2022-01-21,105.89331,338.53204,187.93776,0.29156655
2022-01-24,108.98015,322.75174,190.19502,0.3086595
2022-01-25,113.93173,309.33084,194.40488,0.32832643
2022-01-26,119.41105,299.44443,201.28003,0.3504313
2022-01-27,126.47091,292.22333,212.16425,0.37783155
2022-01-28,132.31902,276.22592,215.58481,0.40460697
2022-02-07,139.21751,270.8384,226.32228,0.4326504
2022-02-08,144.99185,261.98712,225.78282,0.4457586
2022-02-09,150.2939,267.65674,234.42181,0.45316783
2022-02-10,152.95865,264.27213,230.09396,0.45053202
2022-02-11,157.75665,269.8333,232.53358,0.4458281
2022-02-14,159.08017,274.2311,228.32603,0.43049493
2022-02-15,159.32167,286.6098,229.27722,0.4128559
2022-02-16,162.05771,301.0728,233.71754,0.4000178
2022-02-17,165.21451,323.56808,244.33989,0.38831028
2022-02-18,168.57076,340.25632,251.80553,0.3801475
2022-02-21,171.19008,353.2259,258.6589,0.3760038
2022-02-22,174.77095,373.11658,269.75372,0.37095863
2022-02-23,178.34,386.93872,278.87582,0.3697609
2022-02-24,182.85027,391.29977,288.32022,0.37811574
2022-02-25,190.83598,388.19266,299.06512,0.3952095
2022-02-28,198.31955,387.69714,308.3061,0.40792572
2022-03-01,204.42213,376.64163,315.57962,0.42918184
2022-03-02,209.0733,370.02502,320.86105,0.4439041
2022-03-03,211.01913,363.9896,321.6796,0.45227697
2022-03-04,213.47054,354.06992,322.55533,0.46583396
2022-03-07,211.57404,347.727,316.3977,0.46528623
2022-03-08,207.85706,349.34503,313.04504,0.4581908
2022-03-09,206.84306,355.10715,312.49875,0.44983378
2022-03-10,205.0408,365.9919,309.5647,0.43182194
2022-03-11,205.99045,369.9131,311.357,0.4296956
2022-03-14,210.20917,372.6226,319.68103,0.438036
2022-03-15,219.55586,382.0531,331.53146,0.44318777
2022-03-16,225.4564,393.39236,341.37125,0.44318777
2022-03-17,233.65347,389.8226,355.70935,0.46582395
2022-03-18,240.24834,387.37723,367.19995,0.48379374
2022-03-21,247.28204,372.28027,377.05576,0.5156335
2022-03-22,254.43481,359.31537,384.84827,0.54424727
2022-03-23,259.04697,338.66208,389.07254,0.5815043
2022-03-24,251.9326,325.6931,376.54147,0.585044
2022-03-25,244.01202,309.16635,357.82196,0.58564603
2022-03-28,239.5118,281.9964,336.56064,0.60231507
2022-03-29,236.18755,262.65524,326.51202,0.6256426
2022-03-30,235.6155,243.74493,312.9033,0.64461064
2022-03-31,234.73946,223.55396,300.64746,0.6727598
2022-04-01,229.20457,208.64813,284.43,0.6813272
2022-04-06,219.70958,193.44257,262.3416,0.67806923
2022-04-07,211.39497,180.31763,246.55142,0.6832632
2022-04-08,203.30582,169.07553,232.49147,0.6868979
2022-04-11,196.39003,153.55779,216.05101,0.70136786
2022-04-12,189.30363,142.63524,204.43411,0.713544
2022-04-13,185.57283,132.30301,197.30676,0.740355
2022-04-14,180.77931,125.06231,188.4465,0.7476269
2022-04-15,173.26497,118.629585,178.13142,0.74515873
2022-04-18,166.16371,115.235695,168.59196,0.7265716
2022-04-19,159.84833,115.550316,161.07243,0.6921814
2022-04-20,153.50883,114.29055,149.9869,0.6520896
2022-04-21,145.2757,115.171265,140.92342,0.6076598
2022-04-22,139.22818,115.488075,132.01134,0.56755954
2022-04-25,137.27882,123.69006,133.83434,0.535089
2022-04-26,136.32771,133.33026,136.92407,0.5057383
2022-04-27,135.26497,142.28358,138.93245,0.4791954
2022-04-28,134.18915,149.9458,140.64948,0.45931214
2022-04-29,131.49297,154.11707,137.68988,0.43686983
2022-05-05,130.28276,159.1487,135.95294,0.41709578
2022-05-06,132.42886,167.14377,138.76884,0.40478143
2022-05-09,135.17322,175.35036,141.26608,0.3921914
2022-05-10,139.9099,185.18327,148.26933,0.38964176
2022-05-11,143.08385,196.66718,155.32825,0.38402897
2022-05-12,148.0887,208.72871,165.23422,0.38496783
2022-05-13,149.5976,214.7013,168.2557,0.38099188
2022-05-16,148.51956,226.25873,171.46674,0.36775392
2022-05-17,145.86952,235.34125,170.14049,0.35014698
2022-05-18,144.54869,246.19328,171.53778,0.33687666
2022-05-19,141.23312,256.28967,168.52957,0.3171536
2022-05-20,133.95576,271.22076,161.24364,0.28496534
2022-05-23,127.866714,284.15588,155.40492,0.261056
2022-05-24,121.33674,294.3295,149.14955,0.24120137
2022-05-25,115.23137,300.38623,142.86888,0.22608094
2022-05-26,108.086876,304.33923,136.68784,0.21332465
2022-05-27,101.892715,305.23935,130.51662,0.20306247
2022-05-30,96.83953,314.9788,125.01694,0.18802665
2022-05-31,91.00551,323.1445,118.343994,0.17311594
2022-06-01,85.20351,327.48422,111.43858,0.16068967
2022-06-02,78.20054,329.91165,102.252975,0.14625332
2022-06-06,71.22514,329.90698,92.90864,0.13289009
2022-06-07,64.960526,331.8499,84.126564,0.11954619
2022-06-08,58.449287,333.88913,75.44118,0.10646941
2022-06-09,52.835384,333.72476,68.062836,0.09610884
2022-06-10,47.638016,333.45428,61.70814,0.087213516
2022-06-13,43.051476,333.03995,55.921177,0.07914304
2022-06-14,38.6791,324.49353,49.94389,0.072714575
2022-06-15,34.837532,312.0121,44.07293,0.06696382
2022-06-16,31.172697,299.64343,38.680798,0.06142565
2022-06-17,27.377274,290.4509,33.320774,0.054798286
2022-06-20,25.115108,279.30984,29.697662,0.05094177
2022-06-21,22.882887,265.55518,26.302452,0.04762645
2022-06-22,21.33044,249.06117,23.518875,0.045544308
2022-06-23,19.617973,235.5136,20.91404,0.042977404
2022-06-24,18.51362,218.22244,18.719114,0.041622285
2022-06-27,17.195147,205.99509,16.662086,0.03938061
2022-06-28,16.04722,198.44135,15.1061125,0.037147157
2022-06-29,15.110231,192.96027,13.973721,0.035388544
2022-06-30,14.523849,189.12161,13.124918,0.03394295
2022-07-01,14.23029,181.92728,12.544993,0.033734396
2022-07-04,14.065298,179.30098,12.117844,0.033072747
2022-07-05,13.881606,177.80835,11.840162,0.032590207
2022-07-06,13.772196,175.2289,11.539816,0.03223628
2022-07-07,13.500883,172.2204,11.036549,0.031383876
2022-07-08,13.350757,172.13747,10.716565,0.030489072
2022-07-11,13.313575,172.65698,10.58566,0.030024622
2022-07-12,13.427671,173.78162,10.622345,0.029933102
2022-07-13,13.65327,170.79134,10.817115,0.03099701
2022-07-14,14.143606,170.28185,11.212063,0.03222122
2022-07-15,15.109404,171.13002,12.109687,0.034640323
2022-07-18,15.505907,170.9601,12.486095,0.035751455
2022-07-19,16.098093,178.64255,13.293028,0.036455378
2022-07-20,16.480297,189.81369,14.1032715,0.036397748
2022-07-21,16.788425,203.41911,14.977278,0.03604447
2022-07-22,16.988789,214.23827,15.568693,0.0355507
2022-07-25,17.362686,221.64381,16.178318,0.035713885
2022-07-26,17.60168,225.03798,16.60986,0.03611961
2022-07-27,17.891249,228.69243,17.028967,0.036444433
2022-07-28,17.896132,231.06299,17.18327,0.03639689
2022-07-29,17.96794,235.21397,17.440123,0.036287088
2022-08-01,17.743242,235.46129,17.374207,0.036111787
2022-08-02,17.434107,238.78465,17.16256,0.035162196
2022-08-03,17.228697,242.47917,17.10813,0.034506645
2022-08-04,16.909615,246.88889,16.997215,0.033655398
2022-08-05,16.372456,248.10182,16.667326,0.032836854
2022-08-08,15.95591,255.07793,16.702478,0.031982806
2022-08-09,15.640796,269.75302,16.922518,0.03056412
2022-08-10,15.255962,266.72964,16.915943,0.030894807
2022-08-11,14.846104,263.84933,16.83845,0.031086894
2022-08-12,14.596492,277.5502,16.950533,0.029679576
2022-08-15,14.677049,291.30945,17.684435,0.02949327
2022-08-16,14.575381,305.3975,18.226536,0.028971031
2022-08-17,14.603653,310.2164,18.689104,0.029249145
2022-08-18,14.669756,320.43436,19.284006,0.029216778
2022-08-19,14.876573,319.5742,19.874714,0.030190175
2022-08-22,14.867369,323.97,20.199442,0.030268172
2022-08-23,14.94958,330.6963,20.387007,0.029920802
2022-08-24,15.082915,340.78677,20.62775,0.029361159
2022-08-25,15.094322,356.32196,20.931232,0.028454665
2022-08-26,14.889338,368.8865,20.716627,0.027159562
2022-08-29,14.977093,381.49875,20.968836,0.026561623
2022-08-30,15.0895195,398.0912,21.555681,0.026149752
2022-08-31,15.292679,417.25745,22.427864,0.025948832
2022-09-01,15.745552,424.27252,23.292553,0.026513008
2022-09-02,16.408815,433.05453,24.611614,0.027465653
2022-09-05,16.842659,436.20996,25.234404,0.027960535
2022-09-06,17.224566,436.45416,25.708956,0.0284707
2022-09-07,17.60692,440.23013,26.21654,0.028786495
2022-09-08,18.09669,460.08823,27.553333,0.02895582
2022-09-09,18.123402,470.40668,27.784925,0.028549803
2022-09-13,17.84595,467.00827,27.156515,0.02811035
2022-09-14,17.694393,464.0089,26.751106,0.02787124
2022-09-15,17.418524,461.6179,26.249365,0.027492108
2022-09-16,17.21482,463.09415,25.90881,0.027047507
2022-09-19,16.939428,468.31512,25.6462,0.026468422
2022-09-20,16.585573,464.39355,25.1381,0.026165674
2022-09-21,16.071903,456.26337,24.384556,0.025839413
2022-09-22,15.412447,447.10464,23.349024,0.025260784
2022-09-23,14.68933,437.6665,22.251623,0.024606775
2022-09-26,13.938544,431.46176,21.313301,0.023917988
2022-09-27,13.3935995,430.0789,20.61486,0.02321085
2022-09-28,13.049993,434.73477,20.156984,0.022444041
2022-09-29,12.629133,432.16125,19.50172,0.021847293
2022-09-30,12.412214,438.11484,19.365662,0.021393893
2022-10-10,12.095885,456.03754,19.121313,0.020248756
2022-10-11,11.884062,480.48413,19.147923,0.01919147
2022-10-12,11.688896,508.63348,19.284555,0.01820407
2022-10-13,11.537487,531.33075,19.322548,0.017427595
2022-10-14,11.42607,536.99615,19.378105,0.017291877
2022-10-17,11.395426,536.7756,19.45742,0.017369756
2022-10-18,11.534105,543.11316,19.891872,0.017552515
2022-10-19,11.71705,553.6983,20.3959,0.017655173
2022-10-20,11.916641,575.06946,21.096432,0.017580131
2022-10-21,12.127539,592.67163,21.807625,0.017634677
2022-10-24,12.238238,607.8508,22.189323,0.017491683
2022-10-25,12.379864,631.8243,22.783085,0.017269874
2022-10-26,12.599952,665.08264,23.5657,0.016954044
2022-10-27,12.947912,692.03546,24.370779,0.016846176
2022-10-28,13.54113,716.65466,25.916933,0.017315645
2022-10-31,14.232811,750.3148,28.033922,0.017916761
2022-11-01,14.822084,780.2942,29.332365,0.018030733
2022-11-02,15.333591,812.8564,30.557232,0.01803123
2022-11-03,15.920159,843.2205,31.965206,0.018188495
2022-11-04,16.381004,888.054,33.767117,0.018246727
2022-11-07,16.937206,896.9987,34.710335,0.018572628
2022-11-08,17.329086,892.9251,35.421967,0.01903775
2022-11-09,17.608614,888.4079,35.871517,0.019375673
2022-11-10,18.113266,912.92957,36.923973,0.019409342
2022-11-11,18.511494,929.20166,37.97529,0.019616019
2022-11-14,18.887701,936.31573,38.8393,0.019912139
2022-11-15,19.100391,927.7645,38.542698,0.019941932
2022-11-16,19.26028,938.89215,38.477398,0.019668961
2022-11-17,19.416204,943.0458,38.384575,0.019534498
2022-11-18,19.491533,952.1936,38.24849,0.019275751
2022-11-21,19.29362,1015.85474,38.932064,0.01833152
2022-11-22,19.061653,1089.8085,39.61521,0.017318659
2022-11-23,18.919092,1148.6232,39.98444,0.016545422
2022-11-24,18.611567,1190.2482,40.318573,0.016084094
2022-11-25,18.183912,1240.8777,40.003826,0.0152743645
2022-11-28,18.152447,1251.8033,39.86261,0.015085958
2022-11-29,18.161413,1259.8287,39.710125,0.0149315335
2022-11-30,18.154684,1271.2739,39.709625,0.014795697
2022-12-01,18.039076,1315.9698,39.734512,0.014284777
2022-12-02,17.903051,1385.8287,39.763145,0.013536758
2022-12-05,17.785732,1506.213,40.321537,0.012550943
2022-12-06,17.546589,1610.4822,40.707947,0.01180237
2022-12-07,17.39796,1694.8411,41.118332,0.01130313
2022-12-08,17.122578,1759.0386,41.25349,0.010912142
2022-12-09,16.748251,1824.4639,41.00207,0.010439774
2022-12-12,16.479895,1946.9749,41.40123,0.009840385
2022-12-13,16.28379,2114.2837,42.237732,0.009193596
2022-12-14,16.136038,2275.575,42.854687,0.008626538
2022-12-15,16.202534,2422.8945,43.731518,0.008244565
2022-12-16,16.331728,2559.9875,45.015217,0.00802008
2022-12-19,16.91731,2644.995,47.025707,0.008111958
2022-12-20,17.756561,2753.868,49.855164,0.008266138
2022-12-21,18.535328,2814.4739,51.959805,0.008433175
2022-12-22,19.461119,2879.6697,54.58574,0.008664019
2022-12-23,20.461187,2956.8315,57.40978,0.008880104
2022-12-26,21.185926,3042.2402,59.281162,0.008913064
2022-12-27,21.685242,3135.7588,61.155373,0.008920869
